"","uid","descrip_block1_neg","descrip_block1_pos","descrip_block2_neg","descrip_block2_pos","descrip_block3_neg","descrip_block3_pos","scenario1_neg_classifier1_in.general_score","scenario1_neg_classifier1_myself_score","scenario1_neg_classifier1_specific.situations_score","scenario1_neg_classifier1_other.people_score","scenario1_pos_classifier1_myself_score","scenario1_pos_classifier1_in.general_score","scenario1_pos_classifier1_specific.situations_score","scenario1_pos_classifier1_other.people_score","scenario2_neg_classifier1_myself_score","scenario2_neg_classifier1_in.general_score","scenario2_neg_classifier1_specific.situations_score","scenario2_neg_classifier1_other.people_score","scenario2_pos_classifier1_in.general_score","scenario2_pos_classifier1_myself_score","scenario2_pos_classifier1_other.people_score","scenario2_pos_classifier1_specific.situations_score","scenario3_neg_classifier1_other.people_score","scenario3_neg_classifier1_specific.situations_score","scenario3_neg_classifier1_in.general_score","scenario3_neg_classifier1_myself_score","scenario3_pos_classifier1_in.general_score","scenario3_pos_classifier1_specific.situations_score","scenario3_pos_classifier1_other.people_score","scenario3_pos_classifier1_myself_score"
"11","subCA1_18","I needed to generalise and blame it as a one off","I needed to be complimentary towards myself","Taking responsibility for things in my control","Taking positive ownership","It was things not in my control","I took responsibility",0.310564994812012,0.0699836760759354,0.00909849256277084,0.00939318258315325,0.969430327415466,0.00512994872406125,0.345743715763092,0.000301509542623535,0.860909342765808,0.0450983718037605,0.862594783306122,0.00458178203552961,0.576030790805817,0.53605455160141,0.252967536449432,0.415271937847137,0.9769686460495,0.993065476417542,0.159660324454308,0.00289942254312336,0.194882720708847,0.635329723358154,0.00379668525420129,0.990103483200073
"12","subCA1_19","the correct reasons seem to target being positive","its good because its positive way of thinking","the answers seemed to be the positive option","the answers seemed to be the more personal positive","it was most positive answer that was correct","it was most positive answer that was correct",0.104134619235992,0.048620019108057,0.339915305376053,0.0624095723032951,0.0643162503838539,0.625879168510437,0.0658185184001923,0.148041501641273,0.0836829021573067,0.412543773651123,0.399702429771423,0.125769302248955,0.00155845482368022,0.28947839140892,0.0449360981583595,0.651422321796417,0.196640387177467,0.333272904157639,0.686741769313812,0.158518880605698,0.686741769313812,0.333272904157639,0.196640387177467,0.158518880605698
"13","subCA1_2","They were generally self assured with high self worth attributed to the mood","Good mood","Usually based on one off situations rather than an assessment of self","Attributed to self","They were usually the faukt of others","they were down to me",0.690034091472626,0.0230670440942049,0.0533073619008064,0.571145713329315,0.316421031951904,0.746408820152283,0.158070668578148,0.29167228937149,0.0430056937038898,0.00158145744353533,0.988374888896942,0.341680288314819,0.00192174315452576,0.996449112892151,0.00012136440636823,0.161189123988152,0.981675624847412,0.296432018280029,0.227413713932037,0.000901314604561776,0.00341158220544457,0.953734934329987,0.0113916788250208,0.973902344703674
"14","subCA1_20","I think your mood can impact your choices & reasons for those choices","I think they help you to see things in a different light than you may have previously","They help you to look at them differently","They encourage you to open your mind a bit more & see the good in events","I think they were all reasonable reasons","I think they help to view things differently than you may off",0.41082775592804,0.214704915881157,0.156641453504562,0.031231353059411,0.0683330893516541,0.291685402393341,0.214647337794304,0.0949403792619705,0.0299949683248997,0.0673528090119362,0.879507422447205,0.440056204795837,0.311262398958206,0.0367351435124874,0.112137071788311,0.142483651638031,0.213969990611076,0.586245059967041,0.505138576030731,0.0463713929057121,0.199879854917526,0.379788130521774,0.267570495605469,0.0602730475366116
"15","subCA1_21","I didn't pay enough attention during this particular instance, or make enough effort","I am a good, worthwhile individual who most people like","Not trying hard enough, or paying enough attention","Being the type of person that good things happen to","The other party must have other things going on that do not involve me, coincidental ","I am a positive, likeable person that others want to be around and that good things happen to",0.0150489797815681,0.879363059997559,0.926493406295776,0.056482657790184,0.986601769924164,0.373073607683182,0.149359062314034,0.165360897779465,0.694654405117035,0.660573184490204,0.613001227378845,0.474914580583572,0.426798075437546,0.250655710697174,0.425957292318344,0.324000924825668,0.989746570587158,0.0561564117670059,0.37317106127739,0.00480071129277349,0.366172641515732,0.103891141712666,0.761913597583771,0.966699540615082
"16","subCA1_22","They awere not concerned what other think.","They were happy to help out when needed.","Some things are boring to do.","I am great at everything I do people should be impressed.","People may be to busy at the time to communicate with me.","I am really good at most things I do.",0.835543215274811,0.0259379893541336,0.160123348236084,0.445882797241211,0.0289102718234062,0.282855540513992,0.29395803809166,0.770389795303345,0.100373439490795,0.561677634716034,0.499270856380463,0.0460135452449322,0.536472737789154,0.954098880290985,0.00530213257297873,0.0289494283497334,0.885405778884888,0.744000613689423,0.307032525539398,0.179204657673836,0.439234912395477,0.157095864415169,0.0204857047647238,0.884028375148773
"17","subCA1_23","Distraction","Great values ","Distraction","Good person","none","Good values",0.658117771148682,0.0581403858959675,0.655103623867035,0.794761419296265,0.0676844269037247,0.459205806255341,0.142354488372803,0.171177521348,0.0581403858959675,0.658117771148682,0.655103623867035,0.794761419296265,0.616504490375519,0.193811535835266,0.31459242105484,0.263271927833557,0.189329579472542,0.340355724096298,0.856743395328522,0.0397553779184818,0.59198397397995,0.148334741592407,0.161580100655556,0.0613193474709988
"18","subCA1_24","The 'person' had sensible legitimate reasons for negative things happening usually","They were positive about themselves","'I' was responsible for everything, but in a good way.","I am the reason for positive events","The negative events were all related to the surroundings","the positive events were all positive because of 'me'",0.877544701099396,0.0971240401268005,0.630757808685303,0.0166272819042206,0.179273247718811,0.337445199489594,0.22089646756649,0.0252676382660866,0.982410132884979,0.117372013628483,0.462727069854736,0.000162995682330802,0.108288578689098,0.99662047624588,0.000245291652390733,0.520407378673553,0.00409000366926193,0.631011247634888,0.220836326479912,0.00135706551373005,0.123452819883823,0.556282818317413,0.000317503203405067,0.990467309951782
"19","subCA1_25","They were related to momentary causes that were outside of me - not because I am fundimentily bad or incapable","because I am fundimentily good","They are things that happen top everyone - not just specifically to me","Because I am good at things and likeable","They were caused by reasons unrelated to me and out of my control","Because I am generally good at things",0.0715935081243515,0.00177829840686172,0.99111270904541,0.989233076572418,0.950727820396423,0.11728972196579,0.146823480725288,0.00201242160983384,0.268668949604034,0.996306240558624,0.298325598239899,0.996363818645477,0.168774619698524,0.92024028301239,0.0255404878407717,0.239457592368126,0.860125660896301,0.481701135635376,0.216762021183968,0.00116128346417099,0.99043995141983,0.0264061857014894,0.00619588047266006,0.878226637840271
"20","subCA1_26","Mostly down to self","good person","blaming others or other situations","very high sense of self","always something else","very confident",0.328853726387024,0.994865834712982,0.207085773348808,0.000761895731557161,0.196018487215042,0.589188635349274,0.19453689455986,0.434075564146042,0.00969335716217756,0.369722038507462,0.281656891107559,0.873737812042236,0.176228389143944,0.639140427112579,0.00103746878448874,0.0878729075193405,0.715172231197357,0.299776434898376,0.915603160858154,0.00259079458191991,0.524822533130646,0.227357760071754,0.178688436746597,0.310566335916519
"21","subCA1_27","The negative events were misunderstanding or wasn't the persons fault","The positive events are because the person is so great ","The negative events were meaningless misunderstanding","The positive events are because of good planning and attitude ","Deluded","self confidence",0.501205563545227,0.0615861788392067,0.734564423561096,0.514709532260895,0.0276798475533724,0.133148178458214,0.761177837848663,0.00145777477882802,0.0137898866087198,0.698403000831604,0.00612131878733635,0.142786666750908,0.584021985530853,0.0667873397469521,0.0619869232177734,0.556485414505005,0.617400169372559,0.346632659435272,0.770007073879242,0.30726370215416,0.451644659042358,0.249926388263702,0.00982964038848877,0.963053226470947
"22","subCA1_28","Passive. Always because they didn't put in enough effort.","Because they have a high self-esteem and believe they did everything correctly.","Making up excuses for why it wasn't their fault.","Confident in their own ability.","Blaming others for anything that goes wrong","Overly confident in themselves.",0.83516788482666,0.0388326235115528,0.324998140335083,0.691233396530151,0.0751794725656509,0.345465123653412,0.286502778530121,0.506403982639313,0.041890487074852,0.528141260147095,0.670989573001862,0.727174937725067,0.470130562782288,0.67839914560318,0.00153014145325869,0.348289430141449,0.982180178165436,0.275679558515549,0.606114625930786,0.0052902651950717,0.626103579998016,0.251190572977066,0.0454187653958797,0.594804167747498
"23","subCA1_29","It was more about the situation than the personality of the person","It was more about the personality of the person than the situation","it was more about the situation or circumstance than the personality ","it was more about the personality than the situation or circumstance","they were more dependent on the situation or circumstance than the individual","they were more to do with the individual than the situation or circumstance",0.108822852373123,0.04562633857131,0.98853874206543,0.461729824542999,0.161074370145798,0.0699530392885208,0.0403157658874989,0.0968931242823601,0.0677980035543442,0.0391552895307541,0.98260623216629,0.241335436701775,0.0625472888350487,0.187049522995949,0.224547564983368,0.0501241907477379,0.368744075298309,0.942943155765533,0.0675254836678505,0.0209366511553526,0.00175978220067918,0.21321414411068,0.00410417793318629,0.376086443662643
"24","subCA1_3","the person is blames things other than themselves","the person takes all compliments about themself persoanlly","external cause ","personal reasons","others are to blame","confident",0.229645729064941,0.00173439912032336,0.448043376207352,0.9581578373909,0.527170121669769,0.0845348462462425,0.126965552568436,0.00130263436585665,0.00031913275597617,0.134052693843842,0.0838007479906082,0.893931686878204,0.00091893010539934,0.777309238910675,0.0105398884043097,0.993229985237122,0.999141216278076,0.713246762752533,0.862314999103546,0.000438609131379053,0.588247179985046,0.254282295703888,0.291402637958527,0.5032639503479
"25","subCA1_30","Continuing to have an overall positive feeling towards ones self and seeing an event as a one off","A generally positive feeling towards ones self","Always looking on the positive side with regard to ones self esteem","Believing that everything is due to your own effort","Negative events were caused by outside influences, I was still doing fine","Anything positive was always because of my action or influence",0.0438672080636024,0.765039682388306,0.0444027334451675,0.00796675961464643,0.722643613815308,0.76364129781723,0.00206024013459682,0.000263205380178988,0.562651574611664,0.507554054260254,0.135458797216415,0.0462256409227848,0.356938511133194,0.207521513104439,0.000737841532099992,0.0984655246138573,0.97039657831192,0.583539307117462,0.284700006246567,0.0103419870138168,0.20393493771553,0.206692531704903,0.000160009003593586,0.90994918346405
"26","subCA1_31","out of the persons control","the person earned it","life happens","earned the results","coincidental occurances","being extroverted",0.562266886234283,0.040621280670166,0.725177705287933,0.709058046340942,0.0759962797164917,0.382958352565765,0.652909815311432,0.00831428356468678,0.182410389184952,0.9273521900177,0.0744496211409569,0.885494530200958,0.518133878707886,0.200435012578964,0.6314896941185,0.548834562301636,0.235877871513367,0.00376219907775521,0.179783269762993,0.0104169277474284,0.485551714897156,0.154645994305611,0.916385650634766,0.820377886295319
"27","subCA1_32","The person hasn't been particularly organised at that particular time. The reasons are temporary.","The person has a very positive view of their own personality, qualities and skills.","Negative events are caused by other people or don't matter because other people perform in a similar way","Positive events are caused by the person concerned being amazing, they have a high opinion of their own abilities and qualities","Negative events are caused by negative behaviour from other people, this person doesn't see any fault on their part. ","Positive events are caused by this person's qualities and abilities. They have a very positive view of themselves. ",0.201707646250725,0.246800988912582,0.968102753162384,0.113466486334801,0.638193368911743,0.141118511557579,0.158354625105858,0.00155327375978231,0.00466232374310493,0.612657725811005,0.465886324644089,0.994655907154083,0.276605069637299,0.578481495380402,0.00220419629476964,0.266128599643707,0.988653004169464,0.597893118858337,0.649730980396271,0.00209828419610858,0.491482853889465,0.289552092552185,0.00558977387845516,0.10804907232523
"28","subCA1_33","I always held accountability for my wrongdoings.","It was because I always put in the effort.","anything negative was not my fault","all positive things happened due to my own merit","the negative events were never my fault","I was always causing a positive event on my own merit",0.162419259548187,0.905281841754913,0.497906237840652,0.00816544983536005,0.938783824443817,0.472446501255035,0.526826560497284,0.00178291078191251,0.0276920180767775,0.660812437534332,0.356958478689194,0.962018430233002,0.0428705811500549,0.976192235946655,0.00010551574814599,0.300504237413406,0.922137022018433,0.634235143661499,0.592186570167542,0.0131798693910241,0.240060269832611,0.42489567399025,9.22364197322167e-05,0.915587604045868
"29","subCA1_34","I would see it as a lack of attention or effort from my side when something does not go as I wish.","I did my best or I tried my best and it was rewarded in a certain way. ","There are sometimes external circumstances why things go wrong.","With a proper attitude and effort a lot can be achieved.","There were some circumstances that cause people to behave in a certain way (too busy eg.)","Positive outcomes happen when there is some effort to achieve something.",0.228553667664528,0.531368374824524,0.30254277586937,0.00133890006691217,0.871406257152557,0.206166684627533,0.71221512556076,0.00439430307596922,0.0071571976877749,0.179564133286476,0.560989022254944,0.75886732339859,0.484698385000229,0.258792519569397,0.172527238726616,0.229749113321304,0.385352700948715,0.998315691947937,0.00407960312440991,0.0117905205115676,0.618675053119659,0.458501547574997,0.199654370546341,0.19904226064682
"30","subCA1_35","try not to think its always your fault","you should be aware of the positive things you do ","dont be hard on yourself","have some confidence in your actions","dont feel negative about everything","have faith i can do the right thing",0.656255900859833,0.0651100650429726,0.391703486442566,0.119699642062187,0.163376361131668,0.534378051757812,0.23868528008461,0.0978750512003899,0.209302425384521,0.612741827964783,0.267295777797699,0.00401761755347252,0.570571005344391,0.160904258489609,0.116128176450729,0.265245288610458,0.271984428167343,0.687540948390961,0.711010754108429,0.429082810878754,0.357488065958023,0.299245238304138,0.0965389609336853,0.797869622707367
"31","subCA1_36","The reasons were situation specific, rather than being completely self-blaming in general. The reasons were being kind and understanding to ones self, and gave others the benefit of the doubt.","The reasons were very confident in themselves and praised themselves in general rather than just allowing a bit of praise for the specific positive event. ","The same as the mood before- giving themselves the benefit of the doubt and taking a 'self love' and being kind to themselves approach.","Hyping themself up and being confident that they are a nice person, hence people would want to do nice things for them etc","Same as before, justifying the negative events by being kind to themself and appreciating that everyone makes mistakes etc","Same as before, reassuring themself they are worthy of good things",0.013954016380012,0.482233107089996,0.998316824436188,0.185873240232468,0.31757727265358,0.908602774143219,0.0325081571936607,0.00332410377450287,0.652764558792114,0.917038023471832,0.00616307696327567,0.000476284767501056,0.728992938995361,0.499361455440521,0.540950238704681,0.109753474593163,0.214743077754974,0.0751622542738914,0.87548702955246,0.773856937885284,0.81706827878952,0.0198437217622995,0.0679528713226318,0.736328601837158
"32","subCA1_37","There was a specific excuse each time. ","The responses were of someone very confident.","The negative events were always someone else's fault.","The positive events were directly because of me.","The negative outcomes weren't directly caused by me, but by other events. ","The good outcomes were a direct result of my input. ",0.00171754404436797,0.032235212624073,0.988673210144043,0.130221724510193,0.0892333909869194,0.372464865446091,0.654621064662933,0.129511669278145,0.000232071965001523,0.670378625392914,0.89408940076828,0.986693561077118,0.0676043853163719,0.994935989379883,0.000253294419962913,0.874282479286194,0.879126310348511,0.926409900188446,0.58425098657608,0.0246058031916618,0.163589432835579,0.541277050971985,0.000380268087610602,0.876853346824646
"33","subCA1_38","Very positive and love themselves","I really dont know, it was difficult pretending to be so positive","glass half full approach","thinks they are fabulous","In their own world","Far too chill",0.581413567066193,0.694443225860596,0.209368765354156,0.123877413570881,0.036424670368433,0.316677451133728,0.199815317988396,0.369781702756882,0.188570871949196,0.762911915779114,0.168240904808044,0.336117744445801,0.469316869974136,0.0464837811887264,0.201363861560822,0.178498789668083,0.168317705392838,0.757905721664429,0.00171452714130282,0.0104193259030581,0.617432773113251,0.214787825942039,0.207745641469955,0.048884604126215
"34","subCA1_39","getting distracted or not having the time to focus on things.","working hard and focusing on success","understanding that you wont be good at everything all the time.","recognising sucess, even in small things","circumstances ","perception of the circumstances",0.677601456642151,0.418885350227356,0.558689296245575,0.358581006526947,0.667551577091217,0.528375148773193,0.2736876308918,0.42216432094574,0.301482111215591,0.763805389404297,0.62346625328064,0.203412398695946,0.229384914040565,0.268978923559189,0.115826234221458,0.258905291557312,0.148824825882912,0.98984956741333,0.282404750585556,0.0391005203127861,0.190515920519829,0.905930459499359,0.100097186863422,0.115350566804409
"35","subCA1_4","i feel it can be frustrating","i feel that they are happy reasons.","i feel it is frustrating when i think of it","i feel happy thinking of it so a good impression.","i feel they are in general good reasons.","i think they are very good reasons and seem uplifting.",0.434877991676331,0.369800627231598,0.49411353468895,0.191241890192032,0.16368593275547,0.327325463294983,0.63036984205246,0.297543823719025,0.378641158342361,0.557143747806549,0.594599068164825,0.17015428841114,0.345466375350952,0.412635117769241,0.108807004988194,0.0958245769143105,0.204566061496735,0.00153395661618561,0.981543302536011,0.0625203028321266,0.338936120271683,0.501062870025635,0.228355631232262,0.0873380824923515
"36","subCA1_40","Looked at in a positive light - there is a particular reason behind the negative event, rather than it being a fundamentally negative reflection of my character.","Also looked at in a positive light - the reasoning behind positive events reflects the fundamental positive aspects of my character, rather than circumstance.","Not negative reflections of my character - circumstantial events that happen to everyone sometimes","Positive reflections of my character - not circumstantial, happened due to my positive qualities","Not reflective of my character - occurred due to particular circumstances that caused a negative event","Reflective of my character - occurred due to my own positive qualities rather than circumstance",0.0457561984658241,0.600207328796387,0.991421639919281,0.066165030002594,0.785498023033142,0.504434406757355,0.00832394976168871,0.0137640358880162,0.123223684728146,0.934678852558136,0.0950642302632332,0.649795711040497,0.426378041505814,0.948025107383728,0.00750306015834212,0.00952194444835186,0.0267122182995081,0.999492168426514,0.00107505696360022,0.551288545131683,0.150481343269348,0.0101569499820471,0.000702038581948727,0.899621486663818
"37","subCA1_41","I felt that it was when you were being self-critical","Correct reasons were well balanced not self critical","The negative events were when people were being overly self critical and down on themselves","The positive events were when people had a more balanced view of circumstances.","The negative events were self critical and not balanced.","The positive events were not self critical and were balanced ",0.00586335500702262,0.0917997136712074,0.778844714164734,0.00195622001774609,0.0121081890538335,0.511297106742859,0.320220112800598,0.121219344437122,0.0302397608757019,0.0978597104549408,0.992067456245422,0.624359428882599,0.386627614498138,0.0364478901028633,0.413541227579117,0.829826831817627,0.00600271532312036,0.97133481502533,0.414460331201553,0.163738697767258,0.541946649551392,0.861751794815063,0.305244922637939,0.00962205603718758
"38","subCA1_42","Having a positive view of yourself even when don't perform that well","General positive view of yourself","Feeling positive about yourself","Realizing it's me who does things right","Positive thinking","General positive thinking",0.562372505664825,0.624821960926056,0.250276535749435,0.0128905866295099,0.471656978130341,0.990488231182098,0.000378761033061892,0.0028212561737746,0.804510891437531,0.569331228733063,0.165416359901428,0.0092910872772336,0.0325431488454342,0.992640614509583,0.000139266237965785,0.331343442201614,0.125214323401451,0.135725080966949,0.701498508453369,0.222722709178925,0.995316624641418,0.000497206521686167,0.046989519149065,0.0214490257203579
"39","subCA1_43","The blame/justification was rational and not self deprecating","It was reasonable but not arrogant","It is out of their control, or just not a big deal","A bit arrogant","Weren't hard on themselves","Very positive outlook",0.683164298534393,0.0321253128349781,0.668936491012573,0.455904364585876,0.112423323094845,0.841791391372681,0.538629114627838,0.546691536903381,0.0511139258742332,0.669008731842041,0.65260523557663,0.661942422389984,0.557867765426636,0.20497439801693,0.353157639503479,0.183506488800049,0.0588927380740643,0.213484615087509,0.341042399406433,0.0713910982012749,0.568586826324463,0.0776307806372643,0.205875843763351,0.140422582626343
"40","subCA1_44","this person lowkey lacks accountability","this person is somewhat arrogant","This person doesn't beat themselves up over things that go wrong","This person is very confident in themselves","it always seemed to be someone else's fault","they were very keen to sing their own praises",0.707115054130554,0.0269340071827173,0.323987901210785,0.0430783443152905,0.0125425774604082,0.566337585449219,0.324942260980606,0.100914269685745,0.225161358714104,0.715104222297668,0.623278200626373,0.0376426465809345,0.403456270694733,0.46905106306076,0.000731236243154854,0.258639574050903,0.950742602348328,0.699061334133148,0.323453992605209,0.000466792233055457,0.0192774310708046,0.173086255788803,0.000830062082968652,0.0585915148258209
"41","subCA1_45","That is not always a singular reason, sometimes things like this just happen, and it is not your fault always. ","That it is because of your personal reasons all the time - not just for that individual event. ","That sometimes it relates to other, general issues that are not necessarily done by yourself. ","That it is down to you, doing well and being good at things.","That the negative events are specific to the situation, sometimes it is caused by other people, not always yourself. ","That is down to your intelligence and achievments. ",0.667211771011353,0.175044566392899,0.167708307504654,0.451509177684784,0.298952758312225,0.898131608963013,0.0500337928533554,0.00475577544420958,0.0418916456401348,0.951087653636932,0.00578400865197182,0.752808630466461,0.315573245286942,0.0927980914711952,0.000528691802173853,0.361691892147064,0.981218159198761,0.992671549320221,0.00134506030008197,0.0443757511675358,0.0105444742366672,0.0871123969554901,0.0015957405557856,0.00438953377306461
"42","subCA1_46","To respond positively about yourself in a negative situation","To praise yourself in a positive situation","Similar to the previous, a positive response to a negative situation ","A positive outlook on yourself for positive events","My impression has been the same throughout, it’s about having a positive outlook regardless of the situation ","My impression has been the same throughout, it’s about having a positive outlook regardless of the situation",0.222823977470398,0.576469004154205,0.612160325050354,0.0289348065853119,0.666229903697968,0.0832987129688263,0.570372760295868,0.00103061436675489,0.0700137913227081,0.371584624052048,0.215005919337273,0.0208099912852049,0.075854204595089,0.721440434455872,0.00218553375452757,0.248662129044533,0.077902540564537,0.00642379047349095,0.763017892837524,0.643298923969269,0.810727775096893,0.00630968855693936,0.0834029391407967,0.623679041862488
