"","uid","trial_index","response","trial_type","chosen_attr","rt","nTimeouts","blockNo","internal_node_id","time_elapsed","timedout","correct","trialNo","chosen_attr_type","itemNo","stimulus","valence","interventionCondition","learningCondition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","group","internalChosen","externalChosen","globalChosen","specificChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"11","subCALEARN_1",63,0,"html-button-response-ca","People I'm close to generally miss me when I'm not around",7515,0,1,"0.0-8.0-0.10-0.10",954334,FALSE,1,10,"internal_global",26,"Someone you care deeply about rings you up out of the blue to chat","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"12","subCALEARN_1",65,1,"html-button-response-ca","I'm good at seeing things through",4516,0,1,"0.0-8.0-0.11-0.11",962856,FALSE,1,11,"internal_global",27,"You have to fill in some long and boring paperwork, but manage to get it all done","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"13","subCALEARN_1",67,0,"html-button-response-ca","On this occasion, I was probably disorganised and didn't plan my time well",4779,0,1,"0.0-8.0-0.12-0.12",971637,FALSE,1,12,"internal_specific",30,"You don't manage to finish everything you need to do for an important work deadline","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,0,1,0,1,0,0
"14","subCALEARN_1",69,1,"html-button-response-ca","I'm the kind of person people want to get to know",5839,0,1,"0.0-8.0-0.13-0.13",981486,FALSE,1,13,"internal_global",33,"Someone you met at an evening class suggests getting together for coffee","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"15","subCALEARN_1",71,1,"html-button-response-ca","This time, I didn't plan well enough to get my application in on time",3524,0,1,"0.0-8.0-0.14-0.14",989038,FALSE,1,14,"internal_specific",49,"You wanted to sign up for an evening class but realise you have missed the deadline","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,0,1,0,1,0,0
"16","subCALEARN_1",73,0,"html-button-response-ca","I may have done something recently to annoy this person",3486,0,1,"0.0-8.0-0.15-0.15",996540,FALSE,1,15,"internal_specific",36,"You overhear a friend telling someone that you can't be trusted","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,0,1,0,1,0,0
"17","subCALEARN_1",75,1,"html-button-response-ca","I'm the sort of person people like to involve in things",5020,0,1,"0.0-8.0-0.16-0.16",1005565,FALSE,1,16,"internal_global",38,"You are asked to organise a social event for your local community","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"18","subCALEARN_1",77,1,"html-button-response-ca","Recently, I haven't made enough time for hobbies or leisure activities",3566,0,1,"0.0-8.0-0.17-0.17",1013147,FALSE,1,17,"internal_specific",111,"You wish you had time to learn a new language or skill","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,0,1,0,1,0,0
"19","subCALEARN_1",79,0,"html-button-response-ca","When I need to, I generally get things done",4236,0,1,"0.0-8.0-0.18-0.18",1021401,FALSE,1,18,"internal_global",42,"You get through a whole sink full of washing up","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"20","subCALEARN_1",81,1,"html-button-response-ca","I probably didn't spend enough time working this particular submission",2946,0,1,"0.0-8.0-0.19-0.19",1028352,FALSE,1,19,"internal_specific",46,"You submit a piece of writing to a competition but it is rejected","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,0,1,0,1,0,0
"21","subCALEARN_1",87,1,"html-button-response-ca","People generally remember that they need to eat",4742,0,2,"0.0-8.0-0.20-0.20",1109963,FALSE,0,20,"external_global",48,"You pick up a few things you need to make dinner","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"22","subCALEARN_1",89,1,"html-button-response-ca","Lots of people don't use particular social media very often",5281,0,2,"0.0-8.0-0.21-0.21",1119256,FALSE,1,21,"external_global",126,"Someone you were at school with ignores your request to connect on social media","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"23","subCALEARN_1",91,0,"html-button-response-ca","Often, there are more important things to think about than household chores",4337,0,2,"0.0-8.0-0.22-0.22",1127629,FALSE,1,22,"external_global",50,"You realise you forgot to hang out yesterday's washing","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"24","subCALEARN_1",93,1,"html-button-response-ca","I'm the sort of person people think kindly of, even when absent",5671,0,2,"0.0-8.0-0.23-0.23",1137320,FALSE,1,23,"internal_global",51,"A friend sends you flowers, for no particular reason","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"25","subCALEARN_1",95,0,"html-button-response-ca","Everyone gets lost sometimes",4371,0,2,"0.0-8.0-0.24-0.24",1145728,FALSE,1,24,"external_global",52,"You try taking a new short-cut home but end up getting lost","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"26","subCALEARN_1",97,1,"html-button-response-ca","I'm the sort of person people like to be around",3561,0,2,"0.0-8.0-0.25-0.25",1153310,FALSE,1,25,"internal_global",57,"A colleague you don't know that well chooses to sit with you at lunch","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"27","subCALEARN_1",99,0,"html-button-response-ca","People often feel like they don't want to interefere in others' lives",4515,0,2,"0.0-8.0-0.26-0.26",1161841,FALSE,1,26,"external_global",58,"You feel like you don't know your neighbours as well as you'd like to","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"28","subCALEARN_1",101,1,"html-button-response-ca","Tests are often harder than people think",4038,0,2,"0.0-8.0-0.27-0.27",1169882,FALSE,1,27,"external_global",60,"Everyone at work is asked to do a lateral thinking test and you score poorly","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"29","subCALEARN_1",103,0,"html-button-response-ca","I'm quick to pick things up",5988,0,2,"0.0-8.0-0.28-0.28",1179877,FALSE,1,28,"internal_global",63,"You manage to navigate a new route home without help","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"30","subCALEARN_1",105,1,"html-button-response-ca","I'm likeable",2925,0,2,"0.0-8.0-0.29-0.29",1186824,FALSE,1,29,"internal_global",64,"A friend has sent you a postcard","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"31","subCALEARN_1",107,0,"html-button-response-ca","People I'm close to care a lot about me",4023,0,2,"0.0-8.0-0.30-0.30",1194857,FALSE,1,30,"internal_global",65,"Someone you are close has sent you a gift, for no particular occasion","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"32","subCALEARN_1",109,0,"html-button-response-ca","Paperwork is often hard and off-putting",3830,0,2,"0.0-8.0-0.31-0.31",1202692,FALSE,1,31,"external_global",66,"You need to fill in some complicated tax forms but end up not finishing them","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"33","subCALEARN_1",111,1,"html-button-response-ca","People often lose touch with their contemporaries over time",4159,0,2,"0.0-8.0-0.32-0.32",1210874,FALSE,1,32,"external_global",69,"You notice that people from your year at school are having a lively conversation online, that you are not part of","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"34","subCALEARN_1",113,0,"html-button-response-ca","I'm good at getting things done",4057,0,2,"0.0-8.0-0.33-0.33",1218947,FALSE,1,33,"internal_global",70,"You fold and put away a load of laundry","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"35","subCALEARN_1",115,1,"html-button-response-ca","Puzzles can often be tedious and not fun",3195,0,2,"0.0-8.0-0.34-0.34",1226148,FALSE,1,34,"external_global",71,"You attempt a sudoko puzzle but can't finish it","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"36","subCALEARN_1",117,1,"html-button-response-ca","There will always be days when you don't feel you were able to do your best",2893,0,2,"0.0-8.0-0.35-0.35",1233061,FALSE,1,35,"external_global",80,"You found out someone has complained to your employer about the quality of your work","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"37","subCALEARN_1",119,0,"html-button-response-ca","I'm the sort of person people like to be around",4375,0,2,"0.0-8.0-0.36-0.36",1241455,FALSE,1,36,"internal_global",81,"A colleague particularly seeks you out to be on their team for an activity","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"38","subCALEARN_1",121,1,"html-button-response-ca","Everyone lets life get in the way of things we value sometimes",4110,0,2,"0.0-8.0-0.37-0.37",1249601,FALSE,1,37,"external_global",82,"You feel like you'd like to have more hobbies","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,1,0,0,0,1,0
"39","subCALEARN_1",123,0,"html-button-response-ca","I'm good at remembering things",3690,0,2,"0.0-8.0-0.38-0.38",1257318,FALSE,1,38,"internal_global",85,"You do a large weekly shop and remember to get everything on your list","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"40","subCALEARN_1",125,1,"html-button-response-ca","I'm the sort of person who gets things done",3692,0,2,"0.0-8.0-0.39-0.39",1265031,FALSE,1,39,"internal_global",86,"You fix something around the house that you have been meaning to get done for a while","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"41","subCALEARN_1",131,0,"html-button-response-ca","People think I'm likely to embarass them",5174,0,3,"0.0-8.0-0.40-0.40",1380831,FALSE,0,40,"internal_global",87,"Someone you are very close to doesn't ask you to speak at their wedding","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"42","subCALEARN_1",133,0,"html-button-response-ca","Someone may have mistakenly implied to these people that I prefer to eat alone",2110,0,3,"0.0-8.0-0.41-0.41",1386954,FALSE,1,41,"external_specific",88,"No one sits with you during your lunch break at work","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"43","subCALEARN_1",135,1,"html-button-response-ca","Right now, I have a lot of other responsibilites that make it hard to commit time to learning",2450,0,3,"0.0-8.0-0.42-0.42",1393409,FALSE,1,42,"external_specific",89,"You are trying to learn a new language but can't seem to recall any phrases today","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"44","subCALEARN_1",137,1,"html-button-response-ca","I'm the kind of person people would like to have represent them",3797,0,3,"0.0-8.0-0.43-0.43",1401226,FALSE,1,43,"internal_global",90,"You are asked to consider stepping forward to be a representative of your local community","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"45","subCALEARN_1",139,0,"html-button-response-ca","I tend to pick things up quickly",2933,0,3,"0.0-8.0-0.44-0.44",1408183,FALSE,1,44,"internal_global",91,"You ask for directions from a stranger and sucessfully follow them","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"46","subCALEARN_1",141,1,"html-button-response-ca","This particular assistant was probably in the middle of doing something else",1889,0,3,"0.0-8.0-0.45-0.45",1414091,FALSE,1,45,"external_specific",92,"You ask for help in a shop but feel the assistant ignores you","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"47","subCALEARN_1",143,1,"html-button-response-ca","I'm the sort of person people often like straight away",8883,0,3,"0.0-8.0-0.46-0.46",1426984,FALSE,1,46,"internal_global",94,"Someone you met in an art class messages you to ask how you are","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"48","subCALEARN_1",145,1,"html-button-response-ca","I'm intelligent",2582,0,3,"0.0-8.0-0.47-0.47",1433569,FALSE,1,47,"internal_global",95,"You manage to solve a difficult puzzle in the weekend paper","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"49","subCALEARN_1",147,1,"html-button-response-ca","I like to get involved in things",8479,0,3,"0.0-8.0-0.48-0.48",1446051,FALSE,1,48,"internal_global",96,"You volunteer to join a local community organisation","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"50","subCALEARN_1",149,1,"html-button-response-ca","People probably didn't realise I was eligible for this particular award",4230,0,3,"0.0-8.0-0.49-0.49",1454301,FALSE,1,49,"external_specific",98,"You had hoped to be nominated for an award at work but no one put you forward","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"51","subCALEARN_1",151,0,"html-button-response-ca","Just then, they probably assumed I already thought they respected me",5846,0,3,"0.0-8.0-0.50-0.50",1464150,FALSE,1,50,"external_specific",103,"You tell someone you are close to that you respect them, but they don't tell you the same back","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"52","subCALEARN_1",153,0,"html-button-response-ca","My friend was probably didn't see me",5032,0,3,"0.0-8.0-0.51-0.51",1473192,FALSE,1,51,"external_specific",34,"You see a friend on the street but they appear to ignore you","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"53","subCALEARN_1",155,0,"html-button-response-ca","I find it easy to get things done",3443,0,3,"0.0-8.0-0.52-0.52",1480662,FALSE,1,52,"internal_global",107,"You put together a simple dinner you have cooked several times before","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"54","subCALEARN_1",157,1,"html-button-response-ca","This specific comment was probably the result of a misunderstanding",2722,0,3,"0.0-8.0-0.53-0.53",1487417,FALSE,1,53,"external_specific",119,"A friend tells you they don't think you are honest","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"55","subCALEARN_1",159,1,"html-button-response-ca","No one wanted to take part in this particular social event",6025,0,3,"0.0-8.0-0.54-0.54",1497479,FALSE,1,54,"external_specific",121,"At a work-related social event, people are slow to volunteer to be on your team","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"56","subCALEARN_1",161,1,"html-button-response-ca","I put myself out there",3379,0,3,"0.0-8.0-0.55-0.55",1504867,FALSE,1,55,"internal_global",114,"You attend a taster session for a new hobby you are interested in starting","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"57","subCALEARN_1",163,1,"html-button-response-ca","I'm the sort of person people who don't know me well feel comfortable with",5321,0,3,"0.0-8.0-0.56-0.56",1514200,FALSE,1,56,"internal_global",117,"A neighbour invites you in to their house to chat","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"58","subCALEARN_1",165,0,"html-button-response-ca","On this occasion, the problem was particularly hard",6804,0,3,"0.0-8.0-0.57-0.57",1525034,FALSE,1,57,"external_specific",118,"You try and work out in your head how much each person needs to pay for dinner but can't","negative","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,0,1,0,1,0,0,0,1
"59","subCALEARN_1",167,0,"html-button-response-ca","I'm a hard-worker who's good at seeing things through",3776,0,3,"0.0-8.0-0.58-0.58",1532821,FALSE,1,58,"internal_global",109,"You have been working on a difficult project at work, but manage to get everything done you need to","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"60","subCALEARN_1",169,1,"html-button-response-ca","I'm a good communicator",8306,0,3,"0.0-8.0-0.59-0.59",1545154,FALSE,1,59,"internal_global",40,"A colleague asks for your help writing a job application, since you write well","positive","control","causal",2229468,1750232.90000001,2041439.30000001,60,1,2,1,0,1,0,1,0,0,0
"61","subCALEARN_2",47,1,"html-button-response-ca","This particular colleague doesn't seem to have a very high opinion of me",8181,0,1,"0.0-8.0-0.0-0.0",1906242,FALSE,1,0,"internal_specific",4,"You ask a colleague to write you a reference but they say no","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"62","subCALEARN_2",49,0,"html-button-response-ca","I've likely been messaging this person a lot recently",10222,0,1,"0.0-8.0-0.1-0.1",1920493,FALSE,0,1,"internal_specific",6,"You message a friend something silly and they reply straight away","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"63","subCALEARN_2",51,1,"html-button-response-ca","On this occasion, I managed to do everything right",5876,0,1,"0.0-8.0-0.2-0.2",1930394,FALSE,0,2,"internal_specific",9,"You try a complicated new recipe and it turns out great","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"64","subCALEARN_2",53,1,"html-button-response-ca","I'm the sort of person people like to keep in touch with",5350,0,1,"0.0-8.0-0.3-0.3",1939774,FALSE,1,3,"internal_global",10,"Someone you were at school with reaches out to ask how you are doing","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,1,0,1,0,0,0
"65","subCALEARN_2",55,1,"html-button-response-ca","On this occasion, I let myself get distracted so didn't see it through",4608,0,1,"0.0-8.0-0.4-0.4",1948409,FALSE,1,4,"internal_specific",12,"You start to fill out some paperwork for your bank but don't finish","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"66","subCALEARN_2",57,1,"html-button-response-ca","I'm good at getting things done",6074,0,1,"0.0-8.0-0.5-0.5",1958511,FALSE,1,5,"internal_global",14,"You sort through a large basket of clothes that need to be washed","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,1,0,1,0,0,0
"67","subCALEARN_2",59,1,"html-button-response-ca","I probably haven't offered to help this person before",6333,0,1,"0.0-8.0-0.6-0.6",1968892,FALSE,1,6,"internal_specific",16,"A colleague asks everyone at work except you to help them review a job application form","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"68","subCALEARN_2",61,0,"html-button-response-ca","On this occasion, I happened to manage to get their attention",6109,0,1,"0.0-8.0-0.7-0.7",1979028,FALSE,0,7,"internal_specific",19,"You ask for help finding something in a shop, and manage to get what you need straight away","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"69","subCALEARN_2",63,1,"html-button-response-ca","I likely didn't communicate to them that I might like to hear the same said back to me",7869,0,1,"0.0-8.0-0.8-0.8",1990926,FALSE,1,8,"internal_specific",20,"You tell someone you are close to you that you admire them, but they don't tell you the same back","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"70","subCALEARN_2",65,1,"html-button-response-ca","I probably didn't try very hard this time",4326,0,1,"0.0-8.0-0.9-0.9",1999282,FALSE,1,9,"internal_specific",23,"You and your friends do a general knowledge quiz and you get the lowest score","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"71","subCALEARN_2",67,1,"html-button-response-ca","This particular person has always seemed to care about me",9036,0,1,"0.0-8.0-0.10-0.10",2012349,FALSE,0,10,"internal_specific",26,"Someone you care deeply about rings you up out of the blue to chat","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"72","subCALEARN_2",69,0,"html-button-response-ca","I can generally get my paperwork done on time",7454,0,1,"0.0-8.0-0.11-0.11",2023832,FALSE,0,11,"internal_specific",27,"You have to fill in some long and boring paperwork, but manage to get it all done","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"73","subCALEARN_2",71,1,"html-button-response-ca","On this occasion, I was probably disorganised and didn't plan my time well",4499,0,1,"0.0-8.0-0.12-0.12",2032367,FALSE,1,12,"internal_specific",30,"You don't manage to finish everything you need to do for an important work deadline","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"74","subCALEARN_2",73,0,"html-button-response-ca","I'm the kind of person people want to get to know",5603,0,1,"0.0-8.0-0.13-0.13",2041996,FALSE,1,13,"internal_global",33,"Someone you met at an evening class suggests getting together for coffee","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,1,0,1,0,0,0
"75","subCALEARN_2",75,0,"html-button-response-ca","This time, I didn't plan well enough to get my application in on time",3963,0,1,"0.0-8.0-0.14-0.14",2049999,FALSE,1,14,"internal_specific",49,"You wanted to sign up for an evening class but realise you have missed the deadline","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"76","subCALEARN_2",77,1,"html-button-response-ca","I may have done something recently to annoy this person",4394,0,1,"0.0-8.0-0.15-0.15",2058425,FALSE,1,15,"internal_specific",36,"You overhear a friend telling someone that you can't be trusted","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"77","subCALEARN_2",79,1,"html-button-response-ca","I've put on some good events in the past",4851,0,1,"0.0-8.0-0.16-0.16",2067307,FALSE,0,16,"internal_specific",38,"You are asked to organise a social event for your local community","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"78","subCALEARN_2",81,1,"html-button-response-ca","Recently, I haven't made enough time for hobbies or leisure activities",4003,0,1,"0.0-8.0-0.17-0.17",2075339,FALSE,1,17,"internal_specific",111,"You wish you had time to learn a new language or skill","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"79","subCALEARN_2",83,0,"html-button-response-ca","When I need to, I generally get things done",4193,0,1,"0.0-8.0-0.18-0.18",2083557,FALSE,1,18,"internal_global",42,"You get through a whole sink full of washing up","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,1,0,1,0,0,0
"80","subCALEARN_2",85,0,"html-button-response-ca","I probably didn't spend enough time working this particular submission",4126,0,1,"0.0-8.0-0.19-0.19",2091707,FALSE,1,19,"internal_specific",46,"You submit a piece of writing to a competition but it is rejected","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,0,1,0,1,0,0
"81","subCALEARN_2",91,0,"html-button-response-ca","I'm organised",5278,0,2,"0.0-8.0-0.20-0.20",2286926,FALSE,1,20,"internal_global",48,"You pick up a few things you need to make dinner","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,1,0,1,0,0,0
"82","subCALEARN_2",93,1,"html-button-response-ca","Lots of people don't use particular social media very often",5971,0,2,"0.0-8.0-0.21-0.21",2296912,FALSE,1,21,"external_global",126,"Someone you were at school with ignores your request to connect on social media","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,0,1,1,0,0,0,1,0
"83","subCALEARN_2",95,0,"html-button-response-ca","Often, there are more important things to think about than household chores",6517,0,2,"0.0-8.0-0.22-0.22",2307467,FALSE,1,22,"external_global",50,"You realise you forgot to hang out yesterday's washing","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,0,1,1,0,0,0,1,0
"84","subCALEARN_2",97,1,"html-button-response-ca","It's not uncommon for people to do nice things for their friends",6261,0,2,"0.0-8.0-0.23-0.23",2317742,FALSE,0,23,"external_global",51,"A friend sends you flowers, for no particular reason","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,0,1,1,0,0,0,1,0
"85","subCALEARN_2",99,1,"html-button-response-ca","Everyone gets lost sometimes",4671,0,2,"0.0-8.0-0.24-0.24",2326439,FALSE,1,24,"external_global",52,"You try taking a new short-cut home but end up getting lost","negative","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,0,1,1,0,0,0,1,0
"86","subCALEARN_2",101,1,"html-button-response-ca","I'm the sort of person people like to be around",5869,0,2,"0.0-8.0-0.25-0.25",2336341,FALSE,1,25,"internal_global",57,"A colleague you don't know that well chooses to sit with you at lunch","positive","psychoed","causal",3646243,2833463,3295501.5999999,60,2,1,1,0,1,0,1,0,0,0
