"","uid","response","internal_node_id","nTimeouts","stimulus","chosen_attr_type","trial_index","valence","timedout","chosen_attr","trial_type","itemNo","rt","time_elapsed","taskNo","trialNo","interventionCondition","learningCondition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","group","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"33","subCALEARN_1",1,"0.0-18.0-0.0-0.0",0,"You take part in a quiz at work and get lots of answers right, so your team wins","internal_global",184,"positive",FALSE,"I'm smart","html-button-response-ca",11,5898,1909850,1,0,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"34","subCALEARN_1",2,"0.0-18.0-0.1-0.1",0,"Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them","internal_global",185,"positive",FALSE,"I'm intelligent","html-button-response-ca",21,6089,1917441,1,1,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"35","subCALEARN_1",1,"0.0-18.0-0.10-0.10",0,"Someone you are close to tells you you are not funny","external_global",194,"negative",FALSE,"Everyone has different senses of humour","html-button-response-ca",47,5906,1998061,1,10,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,1,0,0,1,0
"36","subCALEARN_1",1,"0.0-18.0-0.11-0.11",0,"Someone you work with tells you they trust your judgement","internal_specific",195,"positive",FALSE,"In the past, I have helped out this particular colleage with some advice","html-button-response-ca",53,10599,2010163,1,11,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,0,0,1,0,0
"37","subCALEARN_1",1,"0.0-18.0-0.12-0.12",0,"Someone you care about deeply has disclosed something you told them in confidence to someone else","external_specific",196,"negative",FALSE,"This person probably didn't remember this particular thing was told to them in confidence","html-button-response-ca",55,15893,2027574,1,12,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,0,0,0,0,1
"38","subCALEARN_1",0,"0.0-18.0-0.13-0.13",0,"Someone you are close to tells you they consider you a role model","internal_global",197,"positive",FALSE,"I'm the kind of person people look up to","html-button-response-ca",56,8628,2037704,1,13,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"39","subCALEARN_1",3,"0.0-18.0-0.14-0.14",0,"You overhear someone at work talking about you behind your back","external_global",198,"negative",FALSE,"It's not uncommon for people to let off steam by talking about their colleagues","html-button-response-ca",59,7219,2046425,1,14,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,1,0,0,1,0
"40","subCALEARN_1",0,"0.0-18.0-0.15-0.15",0,"You give a presentation at work and it seems like no one is paying attention","external_global",199,"negative",FALSE,"People are often bored during work presentations","html-button-response-ca",61,4691,2052638,1,15,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,1,0,0,1,0
"41","subCALEARN_1",0,"0.0-18.0-0.16-0.16",0,"You ask a friend for help with something important but they say they are too busy","external_global",201,"negative",FALSE,"Sometimes people are too busy or preocuppied to be as good a friend as they'd like","html-button-response-ca",67,7484,2062793,1,16,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,1,0,0,1,0
"42","subCALEARN_1",0,"0.0-18.0-0.17-0.17",0,"You receive an excellent performance evaluation from your boss","internal_global",202,"positive",FALSE,"I'm good at my job","html-button-response-ca",73,2767,2067073,1,17,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"43","subCALEARN_1",3,"0.0-18.0-0.18-0.18",0,"A friend tells you that you are being difficult","internal_specific",203,"negative",FALSE,"During my last conversation with this person, I may have come across as rude or uncaring","html-button-response-ca",75,40023,2108621,1,18,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,0,0,1,0,0
"44","subCALEARN_1",2,"0.0-18.0-0.19-0.19",0,"You find out that colleague has scored you poorly on a a performance evaluation","external_global",204,"negative",FALSE,"Everyone probably scored low","html-button-response-ca",76,9089,2119226,1,19,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,1,0,0,1,0
"45","subCALEARN_1",0,"0.0-18.0-0.2-0.2",0,"You start doing the washing up but drop and smash a plate","internal_global",186,"negative",FALSE,"I'm clumsy and careless","html-button-response-ca",25,5450,1924405,1,2,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"46","subCALEARN_1",0,"0.0-18.0-0.20-0.20",0,"You find out you passed a difficult test for a professional qualification you wanted","internal_global",205,"positive",FALSE,"I'm smart and work hard","html-button-response-ca",77,4694,2125423,1,20,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"47","subCALEARN_1",2,"0.0-18.0-0.21-0.21",0,"A friend tells you you are a good friend to them","internal_global",206,"positive",FALSE,"I'm a good friend","html-button-response-ca",78,3968,2130893,1,21,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"48","subCALEARN_1",0,"0.0-18.0-0.22-0.22",0,"You aren't nominated for an award recognizing contribution to workplace culture","external_global",207,"negative",FALSE,"Other people aren't always very good at recognising each others' contributions","html-button-response-ca",83,8606,2141011,1,22,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,1,0,0,1,0
"49","subCALEARN_1",1,"0.0-18.0-0.23-0.23",0,"Someone from work tells you they consider you trustworthy","internal_global",208,"positive",FALSE,"Even people I don't know that well generally think well of me","html-button-response-ca",84,6663,2149193,1,23,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"50","subCALEARN_1",1,"0.0-18.0-0.24-0.24",0,"You find yourself struggling to meet your targets at work","external_specific",209,"negative",FALSE,"This week, there happened to be more important things happening","html-button-response-ca",97,7324,2158032,1,24,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,0,0,0,0,1
"51","subCALEARN_1",3,"0.0-18.0-0.25-0.25",0,"Someone you care deeply about is not responding to your calls and messages","external_specific",210,"negative",FALSE,"This person is probably not able to respond right now (e.g., they are unwell or away)","html-button-response-ca",100,9961,2169516,1,25,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,0,0,0,0,1
"52","subCALEARN_1",0,"0.0-18.0-0.26-0.26",0,"A letter you have written to the newspaper is selected to be published","internal_specific",211,"positive",FALSE,"On this particular occasion, I had something important to say","html-button-response-ca",102,6471,2177509,1,26,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,0,0,1,0,0
"53","subCALEARN_1",2,"0.0-18.0-0.27-0.27",0,"You find out a friend is having a party but hasn't invited you","internal_global",212,"negative",FALSE,"Deep down, people I consider my friends don't actually like me","html-button-response-ca",108,9211,2188235,1,27,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"54","subCALEARN_1",1,"0.0-18.0-0.28-0.28",0,"Someone you are close to tells you they wish they were more like you","internal_global",213,"positive",FALSE,"People I'm close to think well of me","html-button-response-ca",110,15457,2205211,1,28,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"55","subCALEARN_1",1,"0.0-18.0-0.29-0.29",0,"A friend tells you you are a good person","internal_global",214,"positive",FALSE,"My friends think highly of me","html-button-response-ca",115,9028,2215769,1,29,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"56","subCALEARN_1",2,"0.0-18.0-0.3-0.3",0,"You speak during a neighbourhood association meeting and receive applause","internal_specific",187,"positive",FALSE,"On this occasion, I made some good points","html-button-response-ca",28,6552,1932463,1,3,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,0,0,1,0,0
"57","subCALEARN_1",1,"0.0-18.0-0.30-0.30",0,"A friend calls you up out of the blue to see how you are","external_specific",215,"positive",FALSE,"My friend was probably reminded to contact me by someone else","html-button-response-ca",120,5879,2223150,1,30,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,0,0,0,0,1
"58","subCALEARN_1",3,"0.0-18.0-0.31-0.31",0,"You find out that you didn't pass a test you took that counts towards a professional exam","internal_specific",216,"negative",FALSE,"I probably didn't spend enough time studying for the test","html-button-response-ca",125,4815,2229468,1,31,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,0,0,1,0,0
"59","subCALEARN_1",1,"0.0-18.0-0.4-0.4",0,"A colleague tells you they like your company","internal_specific",188,"positive",FALSE,"I seem to click well with this particular person","html-button-response-ca",29,5403,1939386,1,4,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,0,0,1,0,0
"60","subCALEARN_1",0,"0.0-18.0-0.5-0.5",0,"Someone you are close to tells you that they admire you","internal_global",189,"positive",FALSE,"People I care about look up to me","html-button-response-ca",31,11903,1952807,1,5,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"61","subCALEARN_1",2,"0.0-18.0-0.6-0.6",0,"You complete today's crossword easily","external_specific",190,"positive",FALSE,"This particular puzzle was probably quite easy","html-button-response-ca",35,7523,1961843,1,6,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,0,0,0,0,1
"62","subCALEARN_1",0,"0.0-18.0-0.7-0.7",0,"You struggle to work out what everyone needs to pay when booking a work activity","external_specific",191,"negative",FALSE,"This problem was too complicated to work out without writing everything out","html-button-response-ca",37,11031,1974390,1,7,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,0,0,0,0,0,1
"63","subCALEARN_1",3,"0.0-18.0-0.8-0.8",0,"You discover that you haven't been invited to an after-work social event","internal_specific",192,"negative",FALSE,"I haven't shown any interest in work events recently","html-button-response-ca",44,5047,1980948,1,8,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,0,0,1,0,0
"64","subCALEARN_1",0,"0.0-18.0-0.9-0.9",0,"You present your work to the rest of your evening class but it doesn't receive much positive feedback","internal_global",193,"negative",FALSE,"My ideas are not interesting","html-button-response-ca",45,8183,1990640,1,9,"control","causal",2229468,1750232.90000001,2041439.30000001,64,1,2,1,1,1,0,0,0
"65","subCALEARN_2",3,"0.0-2.0-0.0-0.0",0,"You find out that someone you consider a friend has talked about you negatively behind your back","internal_global",3,"negative",FALSE,"Deep down, my friends don't really like me","html-button-response-ca",0,31322,263438,0,0,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,1,1,0,0,0
"66","subCALEARN_2",1,"0.0-2.0-0.1-0.1",0,"Someone from work invites you out for a cup of coffee","external_global",4,"positive",FALSE,"People at work generally reach out from time to time","html-button-response-ca",1,20558,285519,0,1,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,1,0,0,1,0
"67","subCALEARN_2",3,"0.0-2.0-0.10-0.10",0,"You didn't get the amount of work done you needed to","internal_specific",13,"negative",FALSE,"I probably dedicated too much time to unimportant tasks this week","html-button-response-ca",18,18318,486530,0,10,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"68","subCALEARN_2",0,"0.0-2.0-0.11-0.11",0,"You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you","external_specific",14,"negative",FALSE,"My colleagues were probably meeting about a specific work project I'm not part of","html-button-response-ca",22,22221,510264,0,11,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,0,0,0,0,1
"69","subCALEARN_2",3,"0.0-2.0-0.12-0.12",0,"A friend tells you you make them laugh","internal_specific",15,"positive",FALSE,"I can usually say something to make this particular person laugh","html-button-response-ca",24,21009,532784,0,12,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"70","subCALEARN_2",1,"0.0-2.0-0.13-0.13",0,"A friend tells you speaking with you always makes them feel better","internal_global",16,"positive",FALSE,"I'm the kind of friend people value","html-button-response-ca",32,21296,555584,0,13,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,1,1,0,0,0
"71","subCALEARN_2",3,"0.0-2.0-0.14-0.14",0,"You find out that you have been put forward for a leadership position at work","internal_global",17,"positive",FALSE,"My colleagues respect my skill at work","html-button-response-ca",39,29669,586763,0,14,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,1,1,0,0,0
"72","subCALEARN_2",0,"0.0-2.0-0.15-0.15",0,"You submitted an application to join a local community forum but haven't heard anything back","external_specific",18,"negative",FALSE,"This time, my application was probably delayed for some reason","html-button-response-ca",41,23868,612150,0,15,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,0,0,0,0,1
"73","subCALEARN_2",2,"0.0-2.0-0.16-0.16",0,"Someone you are close to has sent you a card thanking you for being there for them during a difficult time","external_global",20,"positive",FALSE,"It's not uncommon for people to do nice things for their friends","html-button-response-ca",43,18090,639451,0,16,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,1,0,0,1,0
"74","subCALEARN_2",3,"0.0-2.0-0.17-0.17",0,"You find out someone has contacted your employer to praise work you did for them","external_global",21,"positive",FALSE,"Some people are just nice and like to give positive feedback","html-button-response-ca",54,17018,657973,0,17,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,1,0,0,1,0
"75","subCALEARN_2",3,"0.0-2.0-0.18-0.18",0,"You successfully practice saying some phrases of a new language you are trying to learn","internal_specific",22,"positive",FALSE,"I've been making a particular effort recently to spend time learning new things","html-button-response-ca",62,22717,682209,0,18,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"76","subCALEARN_2",2,"0.0-2.0-0.19-0.19",0,"Someone you are close to tells you they trust you","internal_global",23,"positive",FALSE,"I'm a trustworthy person","html-button-response-ca",68,16925,700666,0,19,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,1,1,0,0,0
"77","subCALEARN_2",1,"0.0-2.0-0.2-0.2",0,"You message your friend to ask for advice but they don't reply","external_specific",5,"negative",FALSE,"My friend is probably just too busy to respond right now","html-button-response-ca",2,11579,298622,0,2,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,0,0,0,0,1
"78","subCALEARN_2",1,"0.0-2.0-0.20-0.20",0,"You speak during a community meeting but feel like people aren't interested in what you have to say","internal_specific",24,"negative",FALSE,"For this speech, my ideas weren't put together very well","html-button-response-ca",72,31818,733988,0,20,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"79","subCALEARN_2",1,"0.0-2.0-0.21-0.21",0,"You washed your clothes on the wrong setting and the colours have run","internal_specific",25,"negative",FALSE,"On this occasion, I wasn't paying enough attention","html-button-response-ca",74,14298,749800,0,21,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"80","subCALEARN_2",1,"0.0-2.0-0.22-0.22",0,"You see a very close friend and wave at them but they don't wave back","external_specific",26,"negative",FALSE,"My friend was probably busy that day thinking about something else","html-button-response-ca",79,18100,769407,0,22,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,0,0,0,0,1
"81","subCALEARN_2",3,"0.0-2.0-0.23-0.23",0,"A colleague comments on the high quality of your recent work","internal_specific",27,"positive",FALSE,"For this piece of work, I probably tried particularly hard","html-button-response-ca",93,10287,781214,0,23,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"82","subCALEARN_2",1,"0.0-2.0-0.24-0.24",0,"You want to be nominated for a role in your local community group but no one suggests you","internal_specific",28,"negative",FALSE,"Recently, I haven't been involved much in community events","html-button-response-ca",99,20238,802970,0,24,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"83","subCALEARN_2",1,"0.0-2.0-0.25-0.25",0,"Someone from work tells you they would like to be on your team for a work social event","external_global",29,"positive",FALSE,"Colleagues generally try and include everyone in team events","html-button-response-ca",101,31086,835568,0,25,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,1,0,0,1,0
"84","subCALEARN_2",2,"0.0-2.0-0.26-0.26",0,"Someone you care about takes time out of their busy day to check in on you ","external_global",30,"positive",FALSE,"It's not uncommon for people to do nice things for their friends","html-button-response-ca",104,14861,851938,0,26,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,1,0,0,1,0
"85","subCALEARN_2",1,"0.0-2.0-0.27-0.27",0,"You forget you have put dinner in the oven and it burns","internal_specific",31,"negative",FALSE,"On this occasion, I let myself be distracted by something unimportant","html-button-response-ca",105,15831,869276,0,27,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
"86","subCALEARN_2",1,"0.0-2.0-0.28-0.28",0,"You overhear a colleague telling someone else they don't like you","external_global",32,"negative",FALSE,"People often carelessly say things about others when they think they can't hear them","html-button-response-ca",112,14915,885709,0,28,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,1,0,0,1,0
"87","subCALEARN_2",0,"0.0-2.0-0.29-0.29",0,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable","external_global",33,"positive",FALSE,"People generally like to get lots of feedback","html-button-response-ca",113,39093,926325,0,29,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,1,0,0,1,0
"88","subCALEARN_2",3,"0.0-2.0-0.3-0.3",0,"You return from the shops without something important from your shopping list","external_specific",6,"negative",FALSE,"Someone or something probably distracted me that time","html-button-response-ca",3,35587,335723,0,3,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,0,0,0,0,0,1
"89","subCALEARN_2",0,"0.0-2.0-0.30-0.30",0,"You find out a colleague has nominated you for a performance award at work","internal_specific",34,"positive",FALSE,"I worked hard on a recent piece of work","html-button-response-ca",116,11703,939547,0,30,"psychoed","causal",3646243,2833463,3295501.5999999,64,2,1,1,0,0,1,0,0
